company_id,NAME OF COMPANY,company_code,Exchange,Marker,validation_status,validated_at
535,Emkay Global Financial Services Limited,EMKAY,NSE,EQ,SUCCESS,2025-12-02T21:11:50.789872+00:00
536,Emmbi Industries Limited,EMMBI,NSE,EQ,SUCCESS,2025-12-02T21:11:51.331930+00:00
537,EMS Limited,EMSLIMITED,NSE,EQ,SUCCESS,2025-12-02T21:11:51.751189+00:00
538,eMudhra Limited,EMUDHRA,NSE,EQ,SUCCESS,2025-12-02T21:11:52.245322+00:00
539,Endurance Technologies Limited,ENDURANCE,NSE,EQ,SUCCESS,2025-12-02T21:11:52.755147+00:00
540,Energy Development Company Limited,ENERGYDEV,NSE,EQ,SUCCESS,2025-12-02T21:11:53.253083+00:00
541,Engineers India Limited,ENGINERSIN,NSE,EQ,SUCCESS,2025-12-02T21:12:48.403864+00:00
542,Entertainment Network (India) Limited,ENIL,NSE,EQ,SUCCESS,2025-12-02T21:12:48.994743+00:00
543,Entero Healthcare Solutions Limited,ENTERO,NSE,EQ,SUCCESS,2025-12-02T21:12:49.458702+00:00
544,EPACK Durable Limited,EPACK,NSE,EQ,SUCCESS,2025-12-02T21:12:49.999071+00:00
545,Epigral Limited,EPIGRAL,NSE,EQ,SUCCESS,2025-12-02T21:12:50.446945+00:00
546,EPL Limited,EPL,NSE,EQ,SUCCESS,2025-12-02T21:12:50.957967+00:00
547,Equippp Social Impact Technologies Limited,EQUIPPP,NSE,EQ,SUCCESS,2025-12-02T21:12:51.439492+00:00
548,Equitas Small Finance Bank Limited,EQUITASBNK,NSE,EQ,SUCCESS,2025-12-02T21:12:51.922709+00:00
549,Eris Lifesciences Limited,ERIS,NSE,EQ,SUCCESS,2025-12-02T21:12:52.372840+00:00
550,Eros International Media Limited,EROSMEDIA,NSE,EQ,SUCCESS,2025-12-02T21:12:52.918091+00:00
551,Esab India Limited,ESABINDIA,NSE,EQ,SUCCESS,2025-12-02T21:13:48.811637+00:00
552,ESAF Small Finance Bank Limited,ESAFSFB,NSE,EQ,SUCCESS,2025-12-02T21:13:49.527900+00:00
553,Escorts Kubota Limited,ESCORTS,NSE,EQ,SUCCESS,2025-12-02T21:13:50.160993+00:00
554,Essar Shipping Limited,ESSARSHPNG,NSE,EQ,SUCCESS,2025-12-02T21:13:50.780214+00:00
555,Integra Essentia Limited,ESSENTIA,NSE,EQ,SUCCESS,2025-12-02T21:13:51.347624+00:00
556,Ester Industries Limited,ESTER,NSE,EQ,SUCCESS,2025-12-02T21:13:52.023244+00:00
557,Ethos Limited,ETHOSLTD,NSE,EQ,SUCCESS,2025-12-02T21:13:52.604627+00:00
558,Eureka Forbes Limited,EUREKAFORB,NSE,EQ,SUCCESS,2025-12-02T21:13:53.365988+00:00
559,Eurotex Industries and Exports Limited,EUROTEXIND,NSE,EQ,SUCCESS,2025-12-02T21:13:54.063751+00:00
560,Eveready Industries India Limited,EVEREADY,NSE,EQ,SUCCESS,2025-12-02T21:13:54.605533+00:00
561,Everest Industries Limited,EVERESTIND,NSE,EQ,SUCCESS,2025-12-02T21:14:48.425745+00:00
562,Excel Realty N Infra Limited,EXCEL,NSE,EQ,SUCCESS,2025-12-02T21:14:49.103712+00:00
563,Excel Industries Limited,EXCELINDUS,NSE,EQ,SUCCESS,2025-12-02T21:14:49.657306+00:00
564,Exicom Tele-Systems Limited,EXICOM,NSE,EQ,SUCCESS,2025-12-02T21:14:50.165382+00:00
565,Exide Industries Limited,EXIDEIND,NSE,EQ,SUCCESS,2025-12-02T21:14:50.656323+00:00
566,Expleo Solutions Limited,EXPLEOSOL,NSE,EQ,SUCCESS,2025-12-02T21:14:51.170013+00:00
567,Exxaro Tiles Limited,EXXARO,NSE,EQ,SUCCESS,2025-12-02T21:14:51.697719+00:00
568,Fertilizers and Chemicals Travancore Limited,FACT,NSE,EQ,SUCCESS,2025-12-02T21:14:52.239307+00:00
569,Fairchem Organics Limited,FAIRCHEMOR,NSE,EQ,SUCCESS,2025-12-02T21:14:52.779583+00:00
570,Faze Three Limited,FAZE3Q,NSE,EQ,SUCCESS,2025-12-02T21:14:53.283023+00:00
571,Fineotex Chemical Limited,FCL,NSE,EQ,SUCCESS,2025-12-02T21:15:48.533133+00:00
572,Future Consumer Limited,FCONSUMER,NSE,EQ,SUCCESS,2025-12-02T21:15:49.091619+00:00
573,FCS Software Solutions Limited,FCSSOFT,NSE,EQ,SUCCESS,2025-12-02T21:15:49.665691+00:00
574,FDC Limited,FDC,NSE,EQ,SUCCESS,2025-12-02T21:15:50.172278+00:00
575,The Federal Bank  Limited,FEDERALBNK,NSE,EQ,SUCCESS,2025-12-02T21:15:50.670025+00:00
576,Fedbank Financial Services Limited,FEDFINA,NSE,EQ,SUCCESS,2025-12-02T21:15:51.207905+00:00
577,Future Enterprises Limited,FEL,NSE,EQ,SUCCESS,2025-12-02T21:15:51.732318+00:00
578,Future Enterprises Limited,FELDVR,NSE,EQ,SUCCESS,2025-12-02T21:15:52.212320+00:00
579,Fiberweb (India) Limited,FIBERWEB,NSE,EQ,SUCCESS,2025-12-02T21:15:52.701251+00:00
580,Fiem Industries Limited,FIEMIND,NSE,EQ,SUCCESS,2025-12-02T21:15:53.167590+00:00
581,Filatex India Limited,FILATEX,NSE,EQ,SUCCESS,2025-12-02T21:16:48.564074+00:00
582,Filatex Fashions Limited,FILATFASH,NSE,EQ,SUCCESS,2025-12-02T21:16:49.257110+00:00
583,Finolex Cables Limited,FINCABLES,NSE,EQ,SUCCESS,2025-12-02T21:16:49.777953+00:00
584,Fine Organic Industries Limited,FINEORG,NSE,EQ,SUCCESS,2025-12-02T21:16:50.441603+00:00
585,Fino Payments Bank Limited,FINOPB,NSE,EQ,SUCCESS,2025-12-02T21:16:50.978094+00:00
586,Finolex Industries Limited,FINPIPE,NSE,EQ,SUCCESS,2025-12-02T21:16:51.579650+00:00
587,Brainbees Solutions Limited,FIRSTCRY,NSE,EQ,SUCCESS,2025-12-02T21:16:52.200389+00:00
588,Five-Star Business Finance Limited,FIVESTAR,NSE,EQ,SUCCESS,2025-12-02T21:16:52.855055+00:00
589,Flair Writing Industries Limited,FLAIR,NSE,EQ,SUCCESS,2025-12-02T21:16:53.419466+00:00
590,Flexituff Ventures International Limited,FLEXITUFF,NSE,EQ,SUCCESS,2025-12-02T21:16:54.033110+00:00
591,Future Lifestyle Fashions Limited,FLFL,NSE,EQ,SUCCESS,2025-12-02T21:17:48.403581+00:00
592,Gujarat Fluorochemicals Limited,FLUOROCHEM,NSE,EQ,SUCCESS,2025-12-02T21:17:49.025899+00:00
593,Federal-Mogul Goetze (India) Limited.,FMGOETZE,NSE,EQ,SUCCESS,2025-12-02T21:17:49.601587+00:00
594,Future Market Networks Limited,FMNL,NSE,EQ,SUCCESS,2025-12-02T21:17:50.152251+00:00
595,Focus Lighting and Fixtures Limited,FOCUS,NSE,EQ,SUCCESS,2025-12-02T21:17:50.650184+00:00
596,Foods & Inns Limited,FOODSIN,NSE,EQ,SUCCESS,2025-12-02T21:17:51.206992+00:00
597,FORCE MOTORS LTD,FORCEMOT,NSE,EQ,SUCCESS,2025-12-02T21:17:51.742634+00:00
598,Fortis Healthcare Limited,FORTIS,NSE,EQ,SUCCESS,2025-12-02T21:17:52.241281+00:00
599,Foseco India Limited,FOSECOIND,NSE,EQ,SUCCESS,2025-12-02T21:17:52.773030+00:00
600,Future Supply Chain Solutions Limited,FSC,NSE,EQ,SUCCESS,2025-12-02T21:17:53.347575+00:00
601,Firstsource Solutions Limited,FSL,NSE,EQ,SUCCESS,2025-12-02T21:18:48.702352+00:00
602,Fusion Finance Limited,FUSION,NSE,EQ,SUCCESS,2025-12-02T21:18:49.458486+00:00
603,Gabriel India Limited,GABRIEL,NSE,EQ,SUCCESS,2025-12-02T21:18:50.158635+00:00
604,Gujarat Ambuja Exports Limited,GAEL,NSE,EQ,SUCCESS,2025-12-02T21:18:50.863353+00:00
605,GAIL (India) Limited,GAIL,NSE,EQ,SUCCESS,2025-12-02T21:18:51.496957+00:00
606,Gala Precision Engineering Limited,GALAPREC,NSE,EQ,SUCCESS,2025-12-02T21:18:52.083640+00:00
607,Galaxy Surfactants Limited,GALAXYSURF,NSE,EQ,SUCCESS,2025-12-02T21:18:52.734031+00:00
608,Gallantt Ispat Limited,GALLANTT,NSE,EQ,SUCCESS,2025-12-02T21:18:53.339449+00:00
609,Gandhar Oil Refinery (India) Limited,GANDHAR,NSE,EQ,SUCCESS,2025-12-02T21:18:53.929877+00:00
610,Gandhi Special Tubes Limited,GANDHITUBE,NSE,EQ,SUCCESS,2025-12-02T21:18:54.627552+00:00
611,Ganesha Ecosphere Limited,GANECOS,NSE,EQ,SUCCESS,2025-12-02T21:19:48.561570+00:00
612,Ganesh Benzoplast Limited,GANESHBE,NSE,EQ,SUCCESS,2025-12-02T21:19:49.346954+00:00
613,Ganesh Housing Corporation Limited,GANESHHOUC,NSE,EQ,SUCCESS,2025-12-02T21:19:49.969403+00:00
614,Ganga Forging Limited,GANGAFORGE,NSE,EQ,SUCCESS,2025-12-02T21:19:50.766558+00:00
615,Ganges Securities Limited,GANGESSECU,NSE,EQ,SUCCESS,2025-12-02T21:19:51.368160+00:00
616,Gangotri Textiles Limited,GANGOTRI,NSE,EQ,SUCCESS,2025-12-02T21:19:51.925774+00:00
617,Garware Technical Fibres Limited,GARFIBRES,NSE,EQ,SUCCESS,2025-12-02T21:19:52.639510+00:00
618,Garuda Construction and Engineering Limited,GARUDA,NSE,EQ,SUCCESS,2025-12-02T21:19:53.245547+00:00
619,GACM Technologies Limited,GATECH,NSE,EQ,SUCCESS,2025-12-02T21:19:53.895629+00:00
620,GACM Technologies Limited,GATECHDVR,NSE,EQ,SUCCESS,2025-12-02T21:19:54.550558+00:00
621,Gateway Distriparks Limited,GATEWAY,NSE,EQ,SUCCESS,2025-12-02T21:20:48.715743+00:00
622,Gayatri Highways Limited,GAYAHWS,NSE,EQ,SUCCESS,2025-12-02T21:20:49.536801+00:00
623,Gayatri Projects Limited,GAYAPROJ,NSE,EQ,SUCCESS,2025-12-02T21:20:50.117518+00:00
624,GeeCee Ventures Limited,GEECEE,NSE,EQ,SUCCESS,2025-12-02T21:20:50.760424+00:00
625,Geekay Wires Limited,GEEKAYWIRE,NSE,EQ,SUCCESS,2025-12-02T21:20:51.339323+00:00
626,Generic Engineering Construction and Projects Limited,GENCON,NSE,EQ,SUCCESS,2025-12-02T21:20:51.929168+00:00
627,Genesys International Corporation Limited,GENESYS,NSE,EQ,SUCCESS,2025-12-02T21:20:52.554778+00:00
628,Gensol Engineering Limited,GENSOL,NSE,EQ,SUCCESS,2025-12-02T21:20:53.094031+00:00
629,Genus Paper & Boards Limited,GENUSPAPER,NSE,EQ,SUCCESS,2025-12-02T21:20:53.715709+00:00
630,Genus Power Infrastructures Limited,GENUSPOWER,NSE,EQ,SUCCESS,2025-12-02T21:20:54.330802+00:00
631,Geojit Financial Services Limited,GEOJITFSL,NSE,EQ,SUCCESS,2025-12-02T21:21:48.535194+00:00
632,GE Power India Limited,GEPIL,NSE,EQ,SUCCESS,2025-12-02T21:21:49.118794+00:00
633,The Great Eastern Shipping Company Limited,GESHIP,NSE,EQ,SUCCESS,2025-12-02T21:21:49.657275+00:00
634,GFL Limited,GFLLIMITED,NSE,EQ,SUCCESS,2025-12-02T21:21:50.679893+00:00
635,Grand Foundry Limited,GFSTEELS,NSE,EQ,SUCCESS,2025-12-02T21:21:51.242821+00:00
636,GHCL Limited,GHCL,NSE,EQ,SUCCESS,2025-12-02T21:21:51.890153+00:00
637,GHCL Textiles Limited,GHCLTEXTIL,NSE,EQ,SUCCESS,2025-12-02T21:21:52.459545+00:00
638,GIC Housing Finance Limited,GICHSGFIN,NSE,EQ,SUCCESS,2025-12-02T21:21:53.118902+00:00
639,General Insurance Corporation of India,GICRE,NSE,EQ,SUCCESS,2025-12-02T21:21:53.855047+00:00
640,Gillanders Arbuthnot & Company Limited,GILLANDERS,NSE,EQ,SUCCESS,2025-12-02T21:21:54.503331+00:00
641,Gillette India Limited,GILLETTE,NSE,EQ,SUCCESS,2025-12-02T21:22:48.529273+00:00
642,Ginni Filaments Limited,GINNIFILA,NSE,EQ,SUCCESS,2025-12-02T21:22:49.094995+00:00
643,Gujarat Industries Power Company Limited,GIPCL,NSE,EQ,SUCCESS,2025-12-02T21:22:49.645017+00:00
644,GKW Limited,GKWLIMITED,NSE,EQ,SUCCESS,2025-12-02T21:22:50.117624+00:00
645,Gland Pharma Limited,GLAND,NSE,EQ,SUCCESS,2025-12-02T21:22:50.603262+00:00
646,GlaxoSmithKline Pharmaceuticals Limited,GLAXO,NSE,EQ,SUCCESS,2025-12-02T21:22:51.094838+00:00
647,Glenmark Pharmaceuticals Limited,GLENMARK,NSE,EQ,SUCCESS,2025-12-02T21:22:51.613667+00:00
648,Gujarat Lease Financing Limited,GLFL,NSE,EQ,SUCCESS,2025-12-02T21:22:52.110106+00:00
649,Global Education Limited,GLOBAL,NSE,EQ,SUCCESS,2025-12-02T21:22:52.645216+00:00
650,Globale Tessile Limited,GLOBALE,NSE,EQ,SUCCESS,2025-12-02T21:22:53.221073+00:00
651,Global Vectra Helicorp Limited,GLOBALVECT,NSE,EQ,SUCCESS,2025-12-02T21:23:48.429192+00:00
652,Globe Textiles (India) Limited,GLOBE,NSE,EQ,SUCCESS,2025-12-02T21:23:48.978844+00:00
653,Globus Spirits Limited,GLOBUSSPR,NSE,EQ,SUCCESS,2025-12-02T21:23:49.546360+00:00
654,Gloster Limited,GLOSTERLTD,NSE,EQ,SUCCESS,2025-12-02T21:23:50.086503+00:00
655,GM Breweries Limited,GMBREW,NSE,EQ,SUCCESS,2025-12-02T21:23:50.594277+00:00
656,Gujarat Mineral Development Corporation Limited,GMDCLTD,NSE,EQ,SUCCESS,2025-12-02T21:23:51.362226+00:00
657,GMM Pfaudler Limited,GMMPFAUDLR,NSE,EQ,SUCCESS,2025-12-02T21:23:51.866245+00:00
658,GMR AIRPORTS LIMITED,GMRAIRPORT,NSE,EQ,SUCCESS,2025-12-02T21:23:52.390995+00:00
659,GMR Power and Urban Infra Limited,GMRP&UI,NSE,EQ,SUCCESS,2025-12-02T21:23:52.884240+00:00
660,GNA Axles Limited,GNA,NSE,EQ,SUCCESS,2025-12-02T21:23:53.360905+00:00
661,Gujarat Narmada Valley Fertilizers and Chemicals Limited,GNFC,NSE,EQ,SUCCESS,2025-12-02T21:24:48.399513+00:00
662,Goa Carbon Limited,GOACARBON,NSE,EQ,SUCCESS,2025-12-02T21:24:49.072738+00:00
663,GOCL Corporation Limited,GOCLCORP,NSE,EQ,SUCCESS,2025-12-02T21:24:49.703335+00:00
664,Go Fashion (India) Limited,GOCOLORS,NSE,EQ,SUCCESS,2025-12-02T21:24:50.302116+00:00
665,Godavari Biorefineries Limited,GODAVARIB,NSE,EQ,SUCCESS,2025-12-02T21:24:50.873185+00:00
666,Godfrey Phillips India Limited,GODFRYPHLP,NSE,EQ,SUCCESS,2025-12-02T21:24:51.497669+00:00
667,Godha Cabcon & Insulation Limited,GODHA,NSE,EQ,SUCCESS,2025-12-02T21:24:52.084470+00:00
668,Go Digit General Insurance Limited,GODIGIT,NSE,EQ,SUCCESS,2025-12-02T21:24:52.698427+00:00
669,Godrej Agrovet Limited,GODREJAGRO,NSE,EQ,SUCCESS,2025-12-02T21:24:53.304262+00:00
670,Godrej Consumer Products Limited,GODREJCP,NSE,EQ,SUCCESS,2025-12-02T21:24:54.005347+00:00
671,Godrej Industries Limited,GODREJIND,NSE,EQ,SUCCESS,2025-12-02T21:25:48.785215+00:00
672,Godrej Properties Limited,GODREJPROP,NSE,EQ,SUCCESS,2025-12-02T21:25:50.055435+00:00
673,Goenka Diamond and Jewels Limited,GOENKA,NSE,EQ,SUCCESS,2025-12-02T21:25:50.772888+00:00
674,Gokaldas Exports Limited,GOKEX,NSE,EQ,SUCCESS,2025-12-02T21:25:51.487666+00:00
675,Gokul Refoils and Solvent Limited,GOKUL,NSE,EQ,SUCCESS,2025-12-02T21:25:52.112866+00:00
676,Gokul Agro Resources Limited,GOKULAGRO,NSE,EQ,SUCCESS,2025-12-02T21:25:52.897144+00:00
677,Golden Tobacco Limited,GOLDENTOBC,NSE,EQ,SUCCESS,2025-12-02T21:25:53.554095+00:00
678,Goldiam International Limited,GOLDIAM,NSE,EQ,SUCCESS,2025-12-02T21:25:54.166858+00:00
679,AION-TECH SOLUTIONS LIMITED,GOLDTECH,NSE,EQ,SUCCESS,2025-12-02T21:25:55.376237+00:00
680,Goodluck India Limited,GOODLUCK,NSE,EQ,SUCCESS,2025-12-02T21:25:56.279838+00:00
681,Gopal Snacks Limited,GOPAL,NSE,EQ,SUCCESS,2025-12-02T21:26:48.816281+00:00
682,Goyal Aluminiums Limited,GOYALALUM,NSE,EQ,SUCCESS,2025-12-02T21:26:49.556846+00:00
683,Godawari Power And Ispat limited,GPIL,NSE,EQ,SUCCESS,2025-12-02T21:26:50.360072+00:00
684,Gujarat Pipavav Port Limited,GPPL,NSE,EQ,SUCCESS,2025-12-02T21:26:50.951627+00:00
685,GPT Healthcare Limited,GPTHEALTH,NSE,EQ,SUCCESS,2025-12-02T21:26:51.650771+00:00
686,GPT Infraprojects Limited,GPTINFRA,NSE,EQ,SUCCESS,2025-12-02T21:26:52.216539+00:00
687,Granules India Limited,GRANULES,NSE,EQ,SUCCESS,2025-12-02T21:26:52.938443+00:00
688,Graphite India Limited,GRAPHITE,NSE,EQ,SUCCESS,2025-12-02T21:26:53.619360+00:00
689,Grasim Industries Limited,GRASIM,NSE,EQ,SUCCESS,2025-12-02T21:26:54.311432+00:00
690,Gravita India Limited,GRAVITA,NSE,EQ,SUCCESS,2025-12-02T21:26:54.946488+00:00
691,Greaves Cotton Limited,GREAVESCOT,NSE,EQ,SUCCESS,2025-12-02T21:27:48.546433+00:00
692,Greenlam Industries Limited,GREENLAM,NSE,EQ,SUCCESS,2025-12-02T21:27:49.157823+00:00
693,Greenpanel Industries Limited,GREENPANEL,NSE,EQ,SUCCESS,2025-12-02T21:27:49.885342+00:00
694,Greenply Industries Limited,GREENPLY,NSE,EQ,SUCCESS,2025-12-02T21:27:50.562223+00:00
695,Orient Green Power Company Limited,GREENPOWER,NSE,EQ,SUCCESS,2025-12-02T21:27:51.290380+00:00
696,Grindwell Norton Limited,GRINDWELL,NSE,EQ,SUCCESS,2025-12-02T21:27:51.915064+00:00
697,G R Infraprojects Limited,GRINFRA,NSE,EQ,SUCCESS,2025-12-02T21:27:52.552454+00:00
698,GRM Overseas Limited,GRMOVER,NSE,EQ,SUCCESS,2025-12-02T21:27:53.218336+00:00
699,The Grob Tea Company Limited,GROBTEA,NSE,EQ,SUCCESS,2025-12-02T21:27:53.872747+00:00
700,GRP Limited,GRPLTD,NSE,EQ,SUCCESS,2025-12-02T21:27:54.530112+00:00
701,Garden Reach Shipbuilders & Engineers Limited,GRSE,NSE,EQ,SUCCESS,2025-12-02T21:28:48.564241+00:00
702,Garware Hi-Tech Films Limited,GRWRHITECH,NSE,EQ,SUCCESS,2025-12-02T21:28:49.232968+00:00
703,Gujarat State Fertilizers & Chemicals Limited,GSFC,NSE,EQ,SUCCESS,2025-12-02T21:28:49.788846+00:00
704,Global Surfaces Limited,GSLSU,NSE,EQ,SUCCESS,2025-12-02T21:28:50.574570+00:00
705,Gujarat State Petronet Limited,GSPL,NSE,EQ,SUCCESS,2025-12-02T21:28:51.186138+00:00
706,GSS Infotech Limited,GSS,NSE,EQ,SUCCESS,2025-12-02T21:28:51.953097+00:00
707,G-TEC JAINX EDUCATION LIMITED,GTECJAINX,NSE,EQ,SUCCESS,2025-12-02T21:28:52.596754+00:00
708,GTL Limited,GTL,NSE,EQ,SUCCESS,2025-12-02T21:28:53.236229+00:00
709,GTL Infrastructure Limited,GTLINFRA,NSE,EQ,SUCCESS,2025-12-02T21:28:53.876250+00:00
710,GTPL Hathway Limited,GTPL,NSE,EQ,SUCCESS,2025-12-02T21:28:54.476242+00:00
711,Gufic Biosciences Limited,GUFICBIO,NSE,EQ,SUCCESS,2025-12-02T21:29:48.708141+00:00
712,Gujarat Alkalies and Chemicals Limited,GUJALKALI,NSE,EQ,SUCCESS,2025-12-02T21:29:49.262754+00:00
713,Gujarat Apollo Industries Limited,GUJAPOLLO,NSE,EQ,SUCCESS,2025-12-02T21:29:49.922863+00:00
714,Gujarat Gas Limited,GUJGASLTD,NSE,EQ,SUCCESS,2025-12-02T21:29:50.631329+00:00
715,Gujarat Raffia Industries Limited,GUJRAFFIA,NSE,EQ,SUCCESS,2025-12-02T21:29:51.320688+00:00
716,Gujarat Themis Biosyn Limited,GUJTHEM,NSE,EQ,SUCCESS,2025-12-02T21:29:51.830139+00:00
717,Gulf Oil Lubricants India Limited,GULFOILLUB,NSE,EQ,SUCCESS,2025-12-02T21:29:52.368787+00:00
718,GP Petroleums Limited,GULFPETRO,NSE,EQ,SUCCESS,2025-12-02T21:29:52.909768+00:00
719,Gulshan Polyols Limited,GULPOLY,NSE,EQ,SUCCESS,2025-12-02T21:29:53.451246+00:00
720,GVK Power & Infrastructure Limited,GVKPIL,NSE,EQ,SUCCESS,2025-12-02T21:29:53.989593+00:00
721,GVP Infotech Limited,GVPTECH,NSE,EQ,SUCCESS,2025-12-02T21:30:48.559344+00:00
722,GE Vernova T&D India Limited,GVT&D,NSE,EQ,SUCCESS,2025-12-02T21:30:49.161764+00:00
723,Hindustan Aeronautics Limited,HAL,NSE,EQ,SUCCESS,2025-12-02T21:30:49.691030+00:00
724,Happiest Minds Technologies Limited,HAPPSTMNDS,NSE,EQ,SUCCESS,2025-12-02T21:30:50.287134+00:00
725,Happy Forgings Limited,HAPPYFORGE,NSE,EQ,SUCCESS,2025-12-02T21:30:50.931713+00:00
726,Hardwyn India Limited,HARDWYN,NSE,EQ,SUCCESS,2025-12-02T21:30:51.554944+00:00
727,Hariom Pipe Industries Limited,HARIOMPIPE,NSE,EQ,SUCCESS,2025-12-02T21:30:52.191217+00:00
728,Harrisons  Malayalam Limited,HARRMALAYA,NSE,EQ,SUCCESS,2025-12-02T21:30:52.776618+00:00
729,Harsha Engineers International Limited,HARSHA,NSE,EQ,SUCCESS,2025-12-02T21:30:53.379982+00:00
730,Hathway Cable & Datacom Limited,HATHWAY,NSE,EQ,SUCCESS,2025-12-02T21:30:54.001610+00:00
731,Hatsun Agro Product Limited,HATSUN,NSE,EQ,SUCCESS,2025-12-02T21:31:48.700314+00:00
732,Havells India Limited,HAVELLS,NSE,EQ,SUCCESS,2025-12-02T21:31:49.350961+00:00
733,Sri Havisha Hospitality and Infrastructure Limited,HAVISHA,NSE,EQ,SUCCESS,2025-12-02T21:31:49.895961+00:00
734,HBL Engineering Limited,HBLENGINE,NSE,EQ,SUCCESS,2025-12-02T21:31:50.506875+00:00
735,HB Stockholdings Limited,HBSL,NSE,EQ,SUCCESS,2025-12-02T21:31:51.137981+00:00
736,Hindustan Construction Company Limited,HCC,NSE,EQ,SUCCESS,2025-12-02T21:31:51.767368+00:00
737,Healthcare Global Enterprises Limited,HCG,NSE,EQ,SUCCESS,2025-12-02T21:31:52.362392+00:00
738,HCL Infosystems Limited,HCL-INSYS,NSE,EQ,SUCCESS,2025-12-02T21:31:52.883765+00:00
739,HCL Technologies Limited,HCLTECH,NSE,EQ,SUCCESS,2025-12-02T21:31:53.484100+00:00
740,HDFC Asset Management Company Limited,HDFCAMC,NSE,EQ,SUCCESS,2025-12-02T21:31:54.057639+00:00
741,HDFC Bank Limited,HDFCBANK,NSE,EQ,SUCCESS,2025-12-02T21:32:48.527251+00:00
742,HDFC Life Insurance Company Limited,HDFCLIFE,NSE,EQ,SUCCESS,2025-12-02T21:32:49.087358+00:00
743,Housing Development and Infrastructure Limited,HDIL,NSE,EQ,SUCCESS,2025-12-02T21:32:49.692346+00:00
744,Heads UP Ventures Limited,HEADSUP,NSE,EQ,SUCCESS,2025-12-02T21:32:50.281272+00:00
745,HEC Infra Projects Limited,HECPROJECT,NSE,EQ,SUCCESS,2025-12-02T21:32:50.823436+00:00
746,HEG Limited,HEG,NSE,EQ,SUCCESS,2025-12-02T21:32:51.382729+00:00
747,HeidelbergCement India Limited,HEIDELBERG,NSE,EQ,SUCCESS,2025-12-02T21:32:51.966074+00:00
748,Hemisphere Properties India Limited,HEMIPROP,NSE,EQ,SUCCESS,2025-12-02T21:32:52.499962+00:00
749,Heranba Industries Limited,HERANBA,NSE,EQ,SUCCESS,2025-12-02T21:32:53.139671+00:00
750,Hercules Hoists Limited,HERCULES,NSE,EQ,SUCCESS,2025-12-02T21:32:53.635257+00:00
751,Heritage Foods Limited,HERITGFOOD,NSE,EQ,SUCCESS,2025-12-02T21:33:48.738651+00:00
752,Hero MotoCorp Limited,HEROMOTOCO,NSE,EQ,SUCCESS,2025-12-02T21:33:49.299582+00:00
753,Hester Biosciences Limited,HESTERBIO,NSE,EQ,SUCCESS,2025-12-02T21:33:49.879796+00:00
754,Heubach Colorants India Limited,HEUBACHIND,NSE,EQ,SUCCESS,2025-12-02T21:33:50.436260+00:00
755,Hexa Tradex Limited,HEXATRADEX,NSE,EQ,SUCCESS,2025-12-02T21:33:50.976575+00:00
756,Hexaware Technologies Limited,HEXT,NSE,EQ,SUCCESS,2025-12-02T21:33:51.598751+00:00
757,HFCL Limited,HFCL,NSE,EQ,SUCCESS,2025-12-02T21:33:52.118732+00:00
758,H.G. Infra Engineering Limited,HGINFRA,NSE,EQ,SUCCESS,2025-12-02T21:33:52.772921+00:00
759,Hinduja Global Solutions Limited,HGS,NSE,EQ,SUCCESS,2025-12-02T21:33:53.661292+00:00
760,Hikal Limited,HIKAL,NSE,EQ,SUCCESS,2025-12-02T21:33:54.280099+00:00
761,HIL Limited,HIL,NSE,EQ,SUCCESS,2025-12-02T21:34:48.719645+00:00
762,Hilton Metal Forging Limited,HILTON,NSE,EQ,SUCCESS,2025-12-02T21:34:49.454086+00:00
763,Himatsingka Seide Limited,HIMATSEIDE,NSE,EQ,SUCCESS,2025-12-02T21:34:50.371260+00:00
764,Hindalco Industries Limited,HINDALCO,NSE,EQ,SUCCESS,2025-12-02T21:34:51.115039+00:00
765,Hindustan Composites Limited,HINDCOMPOS,NSE,EQ,SUCCESS,2025-12-02T21:34:51.768950+00:00
766,Hindcon Chemicals Limited,HINDCON,NSE,EQ,SUCCESS,2025-12-02T21:34:52.552675+00:00
767,Hindustan Copper Limited,HINDCOPPER,NSE,EQ,SUCCESS,2025-12-02T21:34:53.422295+00:00
768,Hindustan Motors Limited,HINDMOTORS,NSE,EQ,SUCCESS,2025-12-02T21:34:54.162938+00:00
769,Hindusthan National Glass & Industries Limited,HINDNATGLS,NSE,EQ,SUCCESS,2025-12-02T21:34:55.059709+00:00
770,Hindustan Oil Exploration Company Limited,HINDOILEXP,NSE,EQ,SUCCESS,2025-12-02T21:34:55.807586+00:00
771,Hindustan Petroleum Corporation Limited,HINDPETRO,NSE,EQ,SUCCESS,2025-12-02T21:35:48.745716+00:00
772,Hindustan Unilever Limited,HINDUNILVR,NSE,EQ,SUCCESS,2025-12-02T21:35:49.401527+00:00
773,Hindware Home Innovation Limited,HINDWAREAP,NSE,EQ,SUCCESS,2025-12-02T21:35:50.040200+00:00
774,Hindustan Zinc Limited,HINDZINC,NSE,EQ,SUCCESS,2025-12-02T21:35:50.843646+00:00
775,Hind Rectifiers Limited,HIRECT,NSE,EQ,SUCCESS,2025-12-02T21:35:51.457328+00:00
776,Hisar Metal Industries Limited,HISARMETAL,NSE,EQ,SUCCESS,2025-12-02T21:35:52.128605+00:00
777,Hi-Tech Pipes Limited,HITECH,NSE,EQ,SUCCESS,2025-12-02T21:35:52.779915+00:00
